tab	samples
sample	site	height	geologic_classes	geologic_types	lithologies	analysts	azimuth	azimuth_dec_correction	bed_dip	bed_dip_direction	dip	citations	method_codes
SD13-3	SD13	0					180.0	0	0.0	90.0	-39	This study	SO-CMD-NORTH
SD14-1	SD14	0					167.0	0	0.0	90.0	-104	This study	SO-CMD-NORTH
SD14-2	SD14	0					180.0	0	0.0	90.0	-79	This study	SO-CMD-NORTH
SD14-3	SD14	0					-27.0	0	0.0	90.0	-80	This study	SO-CMD-NORTH
SD15-1	SD15	0					165.0	0	0.0	90.0	-33	This study	SO-CMD-NORTH
SD15-2	SD15	0					128.0	0	0.0	90.0	-41	This study	SO-CMD-NORTH
SD15-3	SD15	0					135.0	0	0.0	90.0	-36	This study	SO-CMD-NORTH
SD15-4	SD15	0					253.0	0	0.0	90.0	-83	This study	SO-CMD-NORTH
SD16-1	SD16	0					264.0	0	0.0	90.0	-57	This study	SO-CMD-NORTH
SD16-2	SD16	0					58.0	0	0.0	90.0	-56	This study	SO-CMD-NORTH
SD16-3	SD16	0					68.0	0	0.0	90.0	-63	This study	SO-CMD-NORTH
SD16-4	SD16	0					-37.0	0	0.0	90.0	-10	This study	SO-CMD-NORTH
SD17-1	SD17	0					149.0	0	0.0	90.0	-84	This study	SO-CMD-NORTH
SD17-2	SD17	0					175.0	0	0.0	90.0	-75	This study	SO-CMD-NORTH
SD17-3	SD17	0					173.0	0	0.0	90.0	-74	This study	SO-CMD-NORTH
SD18-1	SD18	0					-77.0	0	0.0	90.0	-56	This study	SO-CMD-NORTH
SD18-2	SD18	0					160.0	0	0.0	90.0	-59	This study	SO-CMD-NORTH
SD18-3	SD18	0					267.0	0	0.0	90.0	-33	This study	SO-CMD-NORTH
SD18-4	SD18	0					-77.0	0	0.0	90.0	-50	This study	SO-CMD-NORTH
SD18-5	SD18	0					1.0	0	0.0	90.0	-60	This study	SO-CMD-NORTH
SD19-1	SD19	0					153.0	0	0.0	90.0	-55	This study	SO-CMD-NORTH
SD19-2	SD19	0					167.0	0	0.0	90.0	-80	This study	SO-CMD-NORTH
SD19-3	SD19	0					226.0	0	0.0	90.0	-21	This study	SO-CMD-NORTH
SD19-4	SD19	0					161.0	0	0.0	90.0	-83	This study	SO-CMD-NORTH
SD19-5	SD19	0					61.0	0	0.0	90.0	-60	This study	SO-CMD-NORTH
SD19-6	SD19	0					239.0	0	0.0	90.0	-11	This study	SO-CMD-NORTH
S19B-1	S19B	0					44.0	0	0.0	90.0	-75	This study	SO-CMD-NORTH
S19B-2	S19B	0					44.0	0	0.0	90.0	-69	This study	SO-CMD-NORTH
S19B-3	S19B	0					169.0	0	0.0	90.0	-33	This study	SO-CMD-NORTH
S19B-4	S19B	0					54.0	0	0.0	90.0	-70	This study	SO-CMD-NORTH
S19B-5	S19B	0					236.0	0	0.0	90.0	-12	This study	SO-CMD-NORTH
S19B-6	S19B	0					-70.0	0	0.0	90.0	-21	This study	SO-CMD-NORTH
S19B-7	S19B	0					-86.0	0	0.0	90.0	-27	This study	SO-CMD-NORTH
S19B-9	S19B	0					-73.0	0	0.0	90.0	-23	This study	SO-CMD-NORTH
S19B-10	S19B	0					-27.0	0	0.0	90.0	-48	This study	SO-CMD-NORTH
S19B-11	S19B	0					-75.0	0	0.0	90.0	-41	This study	SO-CMD-NORTH
S19B-12	S19B	0					-48.0	0	0.0	90.0	-20	This study	SO-CMD-NORTH
SD20-1	SD20	0					38.0	0	0.0	90.0	-49	This study	SO-CMD-NORTH
SD20-2	SD20	0					65.0	0	0.0	90.0	-59	This study	SO-CMD-NORTH
SD20-3	SD20	0					55.0	0	0.0	90.0	-60	This study	SO-CMD-NORTH
SD20-4	SD20	0					202.0	0	0.0	90.0	-63	This study	SO-CMD-NORTH
SD21-1	SD21	0					198.0	0	0.0	90.0	-88	This study	SO-CMD-NORTH
SD21-2	SD21	0					184.0	0	0.0	90.0	-43	This study	SO-CMD-NORTH
SD21-4	SD21	0					100.0	0	0.0	90.0	-86	This study	SO-CMD-NORTH
SD22-1	SD22	0					-23.0	0	0.0	90.0	-74	This study	SO-CMD-NORTH
SD22-2	SD22	0					65.0	0	0.0	90.0	-46	This study	SO-CMD-NORTH
SD22-3	SD22	0					18.0	0	0.0	90.0	-65	This study	SO-CMD-NORTH
SD24-1	SD24	0					56.0	0	0.0	90.0	-47	This study	SO-CMD-NORTH
SD24-2	SD24	0					-86.0	0	0.0	90.0	-65	This study	SO-CMD-NORTH
SD24-3	SD24	0					240.0	0	0.0	90.0	-32	This study	SO-CMD-NORTH
SD25-1	SD25	0					148.0	0	0.0	90.0	-57	This study	SO-CMD-NORTH
SD25-2	SD25	0					-70.0	0	0.0	90.0	-49	This study	SO-CMD-NORTH
SD25-3	SD25	0					-78.0	0	0.0	90.0	-58	This study	SO-CMD-NORTH
SD26-1	SD26	0					51.0	0	0.0	90.0	-77	This study	SO-CMD-NORTH
SD26-2	SD26	0					-59.0	0	0.0	90.0	-53	This study	SO-CMD-NORTH
SD26-3	SD26	0					200.0	0	0.0	90.0	-64	This study	SO-CMD-NORTH
SD26-4	SD26	0					75.0	0	0.0	90.0	-23	This study	SO-CMD-NORTH
SD27-1	SD27	0					107.0	0	0.0	90.0	-36	This study	SO-CMD-NORTH
SD27-2	SD27	0					98.0	0	0.0	90.0	-16	This study	SO-CMD-NORTH
SD27-3	SD27	0					222.0	0	0.0	90.0	-93	This study	SO-CMD-NORTH
SD28-1	SD28	0					195.0	0	0.0	90.0	-29	This study	SO-CMD-NORTH
SD28-2	SD28	0					169.0	0	0.0	90.0	-56	This study	SO-CMD-NORTH
SD28-3	SD28	0					162.0	0	0.0	90.0	-16	This study	SO-CMD-NORTH
SD29-1	SD29	0					133.0	0	0.0	90.0	-32	This study	SO-CMD-NORTH
SD29-2	SD29	0					230.0	0	0.0	90.0	-50	This study	SO-CMD-NORTH
SD29-3	SD29	0					-28.0	0	0.0	90.0	-31	This study	SO-CMD-NORTH
SD30-1	SD30	0					-85.0	0	0.0	90.0	-56	This study	SO-CMD-NORTH
SD30-2	SD30	0					-80.0	0	0.0	90.0	-60	This study	SO-CMD-NORTH
SD30-3	SD30	0					-62.0	0	0.0	90.0	-27	This study	SO-CMD-NORTH
SD31-1	SD31	0					-40.0	0	0.0	90.0	-54	This study	SO-CMD-NORTH
SD31-2	SD31	0					6.0	0	0.0	90.0	-59	This study	SO-CMD-NORTH
SD31-3	SD31	0					151.0	0	0.0	90.0	-87	This study	SO-CMD-NORTH
SD32-1	SD32	0					267.0	0	0.0	90.0	-29	This study	SO-CMD-NORTH
SD32-2	SD32	0					38.0	0	0.0	90.0	-88	This study	SO-CMD-NORTH
SD32-3	SD32	0					-63.0	0	0.0	90.0	-49	This study	SO-CMD-NORTH
SD33-1	SD33	0					204.0	0	0.0	90.0	-16	This study	SO-CMD-NORTH
SD33-2	SD33	0					126.0	0	0.0	90.0	-23	This study	SO-CMD-NORTH
SD33-3	SD33	0					67.0	0	0.0	90.0	-11	This study	SO-CMD-NORTH
SD34-1	SD34	0					204.0	0	0.0	90.0	-29	This study	SO-CMD-NORTH
SD34-2	SD34	0					191.0	0	0.0	90.0	-43	This study	SO-CMD-NORTH
SD34-3	SD34	0					-47.0	0	0.0	90.0	-92	This study	SO-CMD-NORTH
SD35-1	SD35	0					251.0	0	0.0	90.0	-37	This study	SO-CMD-NORTH
SD35-2	SD35	0					147.0	0	0.0	90.0	-73	This study	SO-CMD-NORTH
SD35-3	SD35	0					208.0	0	0.0	90.0	-26	This study	SO-CMD-NORTH
SD36-1	SD36	0					127.0	0	6.1	329.2	-90	This study	SO-CMD-NORTH
SD36-2	SD36	0					183.0	0	6.1	329.2	-14	This study	SO-CMD-NORTH
SD36-3	SD36	0					219.0	0	6.1	329.2	-92	This study	SO-CMD-NORTH
SD37-1	SD37	0					-83.0	0	6.1	329.2	-34	This study	SO-CMD-NORTH
SD37-2	SD37	0					-32.0	0	6.1	329.2	-71	This study	SO-CMD-NORTH
SD37-3	SD37	0					-49.0	0	6.1	329.2	-21	This study	SO-CMD-NORTH
SD38-1	SD38	0					-46.0	0	6.1	329.2	-39	This study	SO-CMD-NORTH
SD38-2	SD38	0					-62.0	0	6.1	329.2	-63	This study	SO-CMD-NORTH
SD38-3	SD38	0					210.0	0	6.1	329.2	-13	This study	SO-CMD-NORTH
SD39-1	SD39	0					-38.0	0	6.1	329.2	-80	This study	SO-CMD-NORTH
SD39-2	SD39	0					105.0	0	6.1	329.2	-47	This study	SO-CMD-NORTH
SD39-3	SD39	0					224.0	0	6.1	329.2	-58	This study	SO-CMD-NORTH
SD39-4	SD39	0					-68.0	0	6.1	329.2	-82	This study	SO-CMD-NORTH
SD40-1	SD40	0					-18.0	0	6.1	329.2	-19	This study	SO-CMD-NORTH
SD40-2	SD40	0					145.0	0	6.1	329.2	-37	This study	SO-CMD-NORTH
SD40-3	SD40	0					165.0	0	6.1	329.2	-94	This study	SO-CMD-NORTH
SD40-4	SD40	0					-36.0	0	6.1	329.2	-18	This study	SO-CMD-NORTH
SD40-5	SD40	0					180.0	0	6.1	329.2	-92	This study	SO-CMD-NORTH
SD40-6	SD40	0					151.0	0	6.1	329.2	-81	This study	SO-CMD-NORTH
SD42-1	SD42	0					-35.0	0	6.1	329.2	-56	This study	SO-CMD-NORTH
SD42-2	SD42	0					-30.0	0	6.1	329.2	-43	This study	SO-CMD-NORTH
SD42-3	SD42	0					205.0	0	6.1	329.2	-25	This study	SO-CMD-NORTH
SD42-4	SD42	0					-44.0	0	6.1	329.2	-40	This study	SO-CMD-NORTH
SD42-5	SD42	0					212.0	0	6.1	329.2	-31	This study	SO-CMD-NORTH
SD43-1	SD43	0					-13.0	0	6.1	329.2	-23	This study	SO-CMD-NORTH
SD43-2	SD43	0					-58.0	0	6.1	329.2	-13	This study	SO-CMD-NORTH
SD43-3	SD43	0					153.0	0	6.1	329.2	-29	This study	SO-CMD-NORTH
SD44-1	SD44	0					13.0	0	6.1	329.2	-78	This study	SO-CMD-NORTH
SD44-2	SD44	0					101.0	0	6.1	329.2	-91	This study	SO-CMD-NORTH
SD44-3	SD44	0					-74.0	0	6.1	329.2	-76	This study	SO-CMD-NORTH
SD45-1	SD45	0					115.0	0	6.1	329.2	-87	This study	SO-CMD-NORTH
SD45-2	SD45	0					-63.0	0	6.1	329.2	-79	This study	SO-CMD-NORTH
SD45-3	SD45	0					-9.0	0	6.1	329.2	-7	This study	SO-CMD-NORTH
SD46-1	SD46	0					-27.0	0	6.1	329.2	-38	This study	SO-CMD-NORTH
SD46-2	SD46	0					-33.0	0	6.1	329.2	-23	This study	SO-CMD-NORTH
SD47-1	SD47	0					249.0	0	6.1	329.2	-90	This study	SO-CMD-NORTH
SD47-2	SD47	0					164.0	0	6.1	329.2	-15	This study	SO-CMD-NORTH
SD47-3	SD47	0					-72.0	0	6.1	329.2	-22	This study	SO-CMD-NORTH
SD47-4	SD47	0					-15.0	0	6.1	329.2	-12	This study	SO-CMD-NORTH
SD48-1	SD48	0					234.0	0	6.1	329.2	-12	This study	SO-CMD-NORTH
SD48-2	SD48	0					242.0	0	6.1	329.2	-12	This study	SO-CMD-NORTH
SD48-3	SD48	0					258.0	0	6.1	329.2	-12	This study	SO-CMD-NORTH
SD49-1	SD49	0					-9.0	0	6.1	329.2	-75	This study	SO-CMD-NORTH
SD49-2	SD49	0					258.0	0	6.1	329.2	-35	This study	SO-CMD-NORTH
SD49-3	SD49	0					-71.0	0	6.1	329.2	-83	This study	SO-CMD-NORTH
SD49-4	SD49	0					110.0	0	6.1	329.2	-71	This study	SO-CMD-NORTH
SD50-1	SD50	0					110.0	0	6.1	329.2	-67	This study	SO-CMD-NORTH
SD50-2	SD50	0					124.0	0	6.1	329.2	-48	This study	SO-CMD-NORTH
SD50-3	SD50	0					1.0	0	6.1	329.2	-34	This study	SO-CMD-NORTH
SD50-4	SD50	0					176.0	0	6.1	329.2	-75	This study	SO-CMD-NORTH
SD50-5	SD50	0					-23.0	0	6.1	329.2	-58	This study	SO-CMD-NORTH
SD50-6	SD50	0					61.0	0	6.1	329.2	-72	This study	SO-CMD-NORTH
SD50-7	SD50	0					60.0	0	6.1	329.2	-72	This study	SO-CMD-NORTH
SD51-2	SD51	0					-61.0	0	6.1	329.2	-88	This study	SO-CMD-NORTH
SD51-3	SD51	0					125.0	0	6.1	329.2	-80	This study	SO-CMD-NORTH
SD51-4	SD51	0					-30.0	0	6.1	329.2	-15	This study	SO-CMD-NORTH
SD52-1	SD52	0					191.0	0	6.1	329.2	-16	This study	SO-CMD-NORTH
SD52-2	SD52	0					-71.0	0	6.1	329.2	-25	This study	SO-CMD-NORTH
SD52-3	SD52	0					148.0	0	6.1	329.2	-84	This study	SO-CMD-NORTH
SD52-4	SD52	0					-76.0	0	6.1	329.2	-18	This study	SO-CMD-NORTH
SD52-5	SD52	0					-42.0	0	6.1	329.2	-81	This study	SO-CMD-NORTH
SD52-6	SD52	0					238.0	0	6.1	329.2	-87	This study	SO-CMD-NORTH
SD52-7	SD52	0					-41.0	0	6.1	329.2	-73	This study	SO-CMD-NORTH
SD52-8	SD52	0					196.0	0	6.1	329.2	-3	This study	SO-CMD-NORTH
SD52-9	SD52	0					35.0	0	6.1	329.2	-20	This study	SO-CMD-NORTH
SD53-1	SD53	0					137.0	0	6.1	329.2	-91	This study	SO-CMD-NORTH
SD53-2	SD53	0					-51.0	0	6.1	329.2	-40	This study	SO-CMD-NORTH
SD53-3	SD53	0					-63.0	0	6.1	329.2	-47	This study	SO-CMD-NORTH
SD54-1	SD54	0					65.0	0	6.1	329.2	-20	This study	SO-CMD-NORTH
SD54-2	SD54	0					-59.0	0	6.1	329.2	-36	This study	SO-CMD-NORTH
SD54-3	SD54	0					-39.0	0	6.1	329.2	-33	This study	SO-CMD-NORTH
SD55-1	SD55	0					82.0	0	6.1	329.2	-18	This study	SO-CMD-NORTH
SD56-1	SD56	0					-40.0	0	6.1	329.2	-46	This study	SO-CMD-NORTH
SD56-2	SD56	0					172.0	0	6.1	329.2	-11	This study	SO-CMD-NORTH
SD56-3	SD56	0					127.0	0	6.1	329.2	-30	This study	SO-CMD-NORTH
SD57-1	SD57	0					135.0	0	6.1	329.2	-7	This study	SO-CMD-NORTH
SD57-2	SD57	0					-82.0	0	6.1	329.2	-15	This study	SO-CMD-NORTH
SD57-3	SD57	0					192.0	0	6.1	329.2	-25	This study	SO-CMD-NORTH
SD58-1	SD58	0					163.0	0	6.1	329.2	-21	This study	SO-CMD-NORTH
SD58-2	SD58	0					58.0	0	6.1	329.2	-111	This study	SO-CMD-NORTH
SD58-3	SD58	0					-68.0	0	6.1	329.2	-21	This study	SO-CMD-NORTH
SD59-1	SD59	0					-81.0	0	6.1	329.2	-16	This study	SO-CMD-NORTH
SD59-2	SD59	0					197.0	0	6.1	329.2	-86	This study	SO-CMD-NORTH
SD60-1	SD60	0					66.0	0	6.1	329.2	-89	This study	SO-CMD-NORTH
SD60-2	SD60	0					134.0	0	6.1	329.2	-69	This study	SO-CMD-NORTH
SD60-3	SD60	0					202.0	0	6.1	329.2	-106	This study	SO-CMD-NORTH
SD61-1	SD61	0					65.0	0	6.1	329.2	-50	This study	SO-CMD-NORTH
SD62-1	SD62	0					-67.0	0	6.1	329.2	-63	This study	SO-CMD-NORTH
SD63-1	SD63	0					238.0	0	6.1	329.2	-69	This study	SO-CMD-NORTH
SD63-2	SD63	0					79.0	0	6.1	329.2	-23	This study	SO-CMD-NORTH
SD63-3	SD63	0					63.0	0	6.1	329.2	-50	This study	SO-CMD-NORTH
SD64-1	SD64	0					142.0	0	6.1	329.2	-20	This study	SO-CMD-NORTH
SD65-1	SD65	0					145.0	0	6.1	329.2	-46	This study	SO-CMD-NORTH
SD65-2	SD65	0					133.0	0	6.1	329.2	-56	This study	SO-CMD-NORTH
SD65-3	SD65	0					154.0	0	6.1	329.2	-16	This study	SO-CMD-NORTH
SD66-1	SD66	0					163.0	0	6.1	329.2	-25	This study	SO-CMD-NORTH
SD67-1	SD67	0					65.0	0	6.1	329.2	-26	This study	SO-CMD-NORTH
SD67-2	SD67	0					101.0	0	6.1	329.2	-20	This study	SO-CMD-NORTH
SD67-3	SD67	0					176.0	0	6.1	329.2	-8	This study	SO-CMD-NORTH
SD68-1	SD68	0					91.0	0	6.1	329.2	-31	This study	SO-CMD-NORTH
SD68-2	SD68	0					218.0	0	6.1	329.2	-17	This study	SO-CMD-NORTH
SD68-3	SD68	0					178.0	0	6.1	329.2	-17	This study	SO-CMD-NORTH
SD68-4	SD68	0					88.0	0	6.1	329.2	-23	This study	SO-CMD-NORTH
SD68-6	SD68	0					131.9	0	6.1	329.2	-34	This study	SO-CMD-NORTH
SD69-1	SD69	0					262.0	0	6.1	329.2	-56	This study	SO-CMD-NORTH
SD69-2	SD69	0					220.0	0	6.1	329.2	-41	This study	SO-CMD-NORTH
SD70-1	SD70	0					102.0	0	6.1	329.2	-62	This study	SO-CMD-NORTH
SD71-1	SD71	0					198.0	0	6.1	329.2	-20	This study	SO-CMD-NORTH
SD71-2	SD71	0					-44.0	0	6.1	329.2	-31	This study	SO-CMD-NORTH
SD71-3	SD71	0					61.0	0	6.1	329.2	-79	This study	SO-CMD-NORTH
SD72-1	SD72	0					251.0	0	6.1	329.2	-43	This study	SO-CMD-NORTH
SD73-1	SD73	0					178.0	0	6.1	329.2	-62	This study	SO-CMD-NORTH
SD74-1	SD74	0					-33.0	0	6.1	329.2	-66	This study	SO-CMD-NORTH
SD74-2	SD74	0					-8.0	0	6.1	329.2	-74	This study	SO-CMD-NORTH
SD74-3	SD74	0					105.0	0	6.1	329.2	-61	This study	SO-CMD-NORTH
SD74-4	SD74	0					119.0	0	6.1	329.2	-41	This study	SO-CMD-NORTH
SD76-1	SD76	0					116.0	0	6.1	329.2	-12	This study	SO-CMD-NORTH
SD76-2	SD76	0					180.0	0	6.1	329.2	-19	This study	SO-CMD-NORTH
SD76-3	SD76	0					196.0	0	6.1	329.2	-5	This study	SO-CMD-NORTH
SD76-4	SD76	0					151.0	0	6.1	329.2	-48	This study	SO-CMD-NORTH
SD76-5	SD76	0					196.0	0	6.1	329.2	-48	This study	SO-CMD-NORTH
SD77-1	SD77	0					264.0	0	6.1	329.2	-40	This study	SO-CMD-NORTH
SD77-2	SD77	0					-81.0	0	6.1	329.2	-58	This study	SO-CMD-NORTH
SD77-3	SD77	0					246.0	0	6.1	329.2	-16	This study	SO-CMD-NORTH
S85B-1	S85B	0					-85.0	0	0.0	90.0	-67	This study	SO-CMD-NORTH
S85B-10	S85B	0					-28.0	0	0.0	90.0	-33	This study	SO-CMD-NORTH
S85B-2	S85B	0					-69.0	0	0.0	90.0	-89	This study	SO-CMD-NORTH
S85B-3	S85B	0					28.0	0	0.0	90.0	-94	This study	SO-CMD-NORTH
S85B-4	S85B	0					-77.5	0	0.0	90.0	-90	This study	SO-CMD-NORTH
S85B-5	S85B	0					245.5	0	0.0	90.0	-42	This study	SO-CMD-NORTH
S85B-6	S85B	0					153.0	0	0.0	90.0	-65	This study	SO-CMD-NORTH
S85B-7	S85B	0					121.0	0	0.0	90.0	-19	This study	SO-CMD-NORTH
S85B-8	S85B	0					141.0	0	0.0	90.0	-20	This study	SO-CMD-NORTH
S85B-9	S85B	0					188.0	0	0.0	90.0	-46	This study	SO-CMD-NORTH
SD78-1	SD78	0					-33.0	0	6.1	329.2	-59	This study	SO-CMD-NORTH
SD79-1	SD79	0					191.0	0	6.1	329.2	-52	This study	SO-CMD-NORTH
SD80-1	SD80	0					254.0	0	6.1	329.2	-70	This study	SO-CMD-NORTH
SD80-2	SD80	0					111.0	0	6.1	329.2	-27	This study	SO-CMD-NORTH
SD80-3	SD80	0					-29.0	0	6.1	329.2	-51	This study	SO-CMD-NORTH
SD80-4	SD80	0					153.0	0	6.1	329.2	-90	This study	SO-CMD-NORTH
SD81-1	SD81	0					-24.0	0	0.0	90.0	-20	This study	SO-CMD-NORTH
SD81-2	SD81	0					42.0	0	0.0	90.0	-37	This study	SO-CMD-NORTH
SD81-3	SD81	0					-69.0	0	0.0	90.0	-78	This study	SO-CMD-NORTH
SD81-4	SD81	0					170.0	0	0.0	90.0	-63	This study	SO-CMD-NORTH
SD81-5	SD81	0					163.0	0	0.0	90.0	-39	This study	SO-CMD-NORTH
SD81-6	SD81	0					210.0	0	0.0	90.0	-20	This study	SO-CMD-NORTH
SD82-1	SD82	0					115.0	0	0.0	90.0	-63	This study	SO-CMD-NORTH
SD82-2	SD82	0					211.0	0	0.0	90.0	-10	This study	SO-CMD-NORTH
SD82-3	SD82	0					130.0	0	0.0	90.0	-33	This study	SO-CMD-NORTH
SD82-4	SD82	0					137.0	0	0.0	90.0	-44	This study	SO-CMD-NORTH
SD82-5	SD82	0					130.0	0	0.0	90.0	-71	This study	SO-CMD-NORTH
SD83-1	SD83	0					115.0	0	0.0	90.0	-46	This study	SO-CMD-NORTH
SD83-2	SD83	0					71.0	0	0.0	90.0	-32	This study	SO-CMD-NORTH
SD83-3	SD83	0					69.0	0	0.0	90.0	-35	This study	SO-CMD-NORTH
SD83-4	SD83	0					81.0	0	0.0	90.0	-29	This study	SO-CMD-NORTH
SD83-5	SD83	0					116.0	0	0.0	90.0	-27	This study	SO-CMD-NORTH
SD83-6	SD83	0					95.0	0	0.0	90.0	-27	This study	SO-CMD-NORTH
SD84-1	SD84	0					142.0	0	0.0	90.0	-13	This study	SO-CMD-NORTH
SD84-2	SD84	0					127.0	0	0.0	90.0	-13	This study	SO-CMD-NORTH
SD84-3	SD84	0					-73.0	0	0.0	90.0	-31	This study	SO-CMD-NORTH
SD85-1	SD85	0					-6.0	0	0.0	90.0	-19	This study	SO-CMD-NORTH
SD85-2	SD85	0					182.0	0	0.0	90.0	-40	This study	SO-CMD-NORTH
SD85-3	SD85	0					60.0	0	0.0	90.0	-92	This study	SO-CMD-NORTH
SD86-1	SD86	0					-49.0	0	6.1	329.2	-56	This study	SO-CMD-NORTH
SD86-2	SD86	0					261.0	0	6.1	329.2	-115	This study	SO-CMD-NORTH
SD86-3	SD86	0					244.0	0	6.1	329.2	-31	This study	SO-CMD-NORTH
SD87-1	SD87	0					120.0	0	6.1	329.2	-31	This study	SO-CMD-NORTH
SD87-2	SD87	0					68.0	0	6.1	329.2	-66	This study	SO-CMD-NORTH
SD87-3	SD87	0					-49.0	0	6.1	329.2	-5	This study	SO-CMD-NORTH
SD88-1	SD88	0					93.0	0	6.1	329.2	-22	This study	SO-CMD-NORTH
SD89-1	SD89	0					197.0	0	6.1	329.2	-78	This study	SO-CMD-NORTH
SD89-2	SD89	0					200.0	0	6.1	329.2	-73	This study	SO-CMD-NORTH
SD89-3	SD89	0					96.0	0	6.1	329.2	-33	This study	SO-CMD-NORTH
SD90-2	SD90	0					167.0	0	6.1	329.2	-21	This study	SO-CMD-NORTH
SD90-3	SD90	0					187.0	0	6.1	329.2	-55	This study	SO-CMD-NORTH
SD91-1	SD91	0					254.0	0	6.1	329.2	-86	This study	SO-CMD-NORTH
SD91-2	SD91	0					166.0	0	6.1	329.2	-38	This study	SO-CMD-NORTH
SD91-3	SD91	0					227.0	0	6.1	329.2	-86	This study	SO-CMD-NORTH
SD92-1	SD92	0					-43.0	0	6.1	329.2	-32	This study	SO-CMD-NORTH
SD92-2	SD92	0					111.0	0	6.1	329.2	-80	This study	SO-CMD-NORTH
SD92-3	SD92	0					148.0	0	6.1	329.2	-15	This study	SO-CMD-NORTH
SD93-1	SD93	0					-40.0	0	6.1	329.2	-31	This study	SO-CMD-NORTH
